product_id,name,category,brand,unit_price_usd,unit_cost_usd,weight_kg,is_active,launch_date
PROD0265,HomePro Home Item 265,Home & Kitchen,FunZone,239.17,143.5,5.52,True,2019-09-19
PROD0266,StyleCo Home Item 266,Home & Kitchen,FunZone,238.94,143.36,4.73,True,2021-05-31
PROD0267,FunZone Electronics Item 267,Electronics,HomePro,792.46,594.35,0.26,True,2019-12-07
PROD0268,NexGen Electronics Item 268,Electronics,PrimeLine,61.48,46.11,7.18,True,2021-04-07
PROD0269,StyleCo Beauty Item 269,Beauty & Health,BoldEdge,88.9,35.56,2.4,True,2021-12-04
PROD0270,ActiveGear Home Item 270,Home & Kitchen,NovaTech,126.46,75.88,9.29,True,2020-01-10
PROD0271,PureForm Clothing Item 271,Clothing,FunZone,71.22,32.05,1.66,True,2020-08-23
PROD0272,FunZone Sports Item 272,Sports & Outdoors,ReadMore,43.53,23.94,8.44,False,2019-10-12
PROD0273,GlowUp Electronics Item 273,Electronics,NovaTech,1013.15,759.86,3.97,True,2019-08-28
PROD0274,ZenLife Beauty Item 274,Beauty & Health,BoldEdge,150.38,60.15,1.54,False,2020-01-11
PROD0275,ClearView Books Item 275,Books,ReadMore,14.62,9.5,5.23,True,2021-01-02
PROD0276,ClearView Electronics Item 276,Electronics,HomePro,790.5,592.88,7.78,True,2021-07-07
PROD0277,CoreBrand Electronics Item 277,Electronics,HomePro,303.37,227.53,8.33,True,2021-06-09
PROD0278,ZenLife Electronics Item 278,Electronics,HomePro,193.98,145.48,2.42,True,2019-04-30
PROD0279,ZenLife Clothing Item 279,Clothing,CoreBrand,208.21,93.69,1.45,True,2021-12-12
PROD0280,ReadMore Clothing Item 280,Clothing,GlowUp,285.83,128.62,3.56,True,2020-12-19
PROD0281,PureForm Electronics Item 281,Electronics,ReadMore,874.51,655.88,1.58,True,2021-08-27
PROD0282,ActiveGear Clothing Item 282,Clothing,ActiveGear,254.3,114.43,8.91,True,2021-11-06
PROD0283,FunZone Home Item 283,Home & Kitchen,HomePro,160.22,96.13,9.69,True,2020-09-13
PROD0284,HomePro Electronics Item 284,Electronics,BoldEdge,636.38,477.28,2.47,True,2019-09-06
PROD0285,ZenLife Clothing Item 285,Clothing,ZenLife,253.9,114.25,8.49,True,2020-07-14
PROD0286,GlowUp Home Item 286,Home & Kitchen,NexGen,135.76,81.46,3.96,True,2021-09-12
PROD0287,BoldEdge Sports Item 287,Sports & Outdoors,ClearView,128.2,70.51,7.32,True,2021-05-12
PROD0288,CoreBrand Toys Item 288,Toys & Games,FunZone,136.04,68.02,5.56,True,2021-03-10
PROD0289,ZenLife Home Item 289,Home & Kitchen,ActiveGear,233.35,140.01,6.23,True,2021-08-02
PROD0290,BoldEdge Electronics Item 290,Electronics,CoreBrand,877.15,657.86,8.14,False,2021-05-04
PROD0291,CoreBrand Home Item 291,Home & Kitchen,ReadMore,226.81,136.09,5.84,True,2020-02-26
PROD0292,ZenLife Toys Item 292,Toys & Games,HomePro,43.6,21.8,6.59,True,2021-11-15
PROD0293,NovaTech Beauty Item 293,Beauty & Health,StyleCo,92.89,37.16,6.05,True,2021-10-14
PROD0294,PureForm Sports Item 294,Sports & Outdoors,ReadMore,192.41,105.83,9.22,True,2020-07-24
PROD0295,ActiveGear Sports Item 295,Sports & Outdoors,CoreBrand,352.32,193.78,7.98,True,2020-06-06
PROD0296,HomePro Sports Item 296,Sports & Outdoors,PureForm,405.2,222.86,9.28,False,2020-05-17
PROD0297,NovaTech Electronics Item 297,Electronics,PureForm,692.89,519.67,2.58,True,2019-08-13
PROD0298,PureForm Home Item 298,Home & Kitchen,ReadMore,115.73,69.44,0.81,True,2019-04-19
PROD0299,GlowUp Books Item 299,Books,CoreBrand,49.34,32.07,1.24,True,2020-03-05
PROD0300,ClearView Electronics Item 300,Electronics,CoreBrand,308.37,231.28,2.32,True,2020-05-17
PROD0301,FunZone Beauty Item 301,Beauty & Health,BoldEdge,168.97,67.59,1.51,True,2021-02-11
PROD0302,PrimeLine Electronics Item 302,Electronics,ZenLife,868.03,651.02,9.93,True,2020-08-04
PROD0303,GlowUp Electronics Item 303,Electronics,BoldEdge,727.4,545.55,5.57,False,2021-05-08
PROD0304,FunZone Electronics Item 304,Electronics,ActiveGear,408.58,306.44,5.09,True,2021-07-25
PROD0305,ActiveGear Clothing Item 305,Clothing,ActiveGear,129.27,58.17,3.06,True,2019-05-26
PROD0306,ReadMore Home Item 306,Home & Kitchen,HomePro,191.73,115.04,2.23,True,2020-10-22
PROD0307,GlowUp Electronics Item 307,Electronics,ActiveGear,1069.65,802.24,6.22,True,2020-11-01
PROD0308,NexGen Sports Item 308,Sports & Outdoors,ZenLife,379.41,208.68,1.33,True,2019-05-28
PROD0309,NovaTech Clothing Item 309,Clothing,GlowUp,231.03,103.96,2.7,True,2021-04-05
PROD0310,PrimeLine Home Item 310,Home & Kitchen,NovaTech,151.9,91.14,7.85,True,2020-06-12
PROD0311,PrimeLine Home Item 311,Home & Kitchen,ClearView,226.6,135.96,8.83,True,2020-03-20
PROD0312,ZenLife Beauty Item 312,Beauty & Health,PrimeLine,67.97,27.19,0.24,True,2020-10-11
PROD0313,NexGen Beauty Item 313,Beauty & Health,NexGen,161.79,64.72,2.14,True,2021-11-04
PROD0314,GlowUp Clothing Item 314,Clothing,FunZone,247.76,111.49,3.4,True,2021-01-19
PROD0315,StyleCo Home Item 315,Home & Kitchen,PrimeLine,16.23,9.74,3.14,True,2020-10-26
PROD0316,ZenLife Toys Item 316,Toys & Games,PureForm,36.67,18.34,0.95,True,2020-01-01
PROD0317,BoldEdge Clothing Item 317,Clothing,ZenLife,233.18,104.93,0.84,True,2019-05-19
PROD0318,StyleCo Electronics Item 318,Electronics,BoldEdge,1149.67,862.25,1.71,True,2019-06-06
PROD0319,ActiveGear Sports Item 319,Sports & Outdoors,NexGen,403.46,221.9,8.12,True,2021-12-19
PROD0320,BoldEdge Home Item 320,Home & Kitchen,ReadMore,267.2,160.32,2.76,False,2019-10-01
PROD0321,StyleCo Toys Item 321,Toys & Games,PrimeLine,55.81,27.91,7.96,True,2019-12-13
PROD0322,FunZone Home Item 322,Home & Kitchen,CoreBrand,290.81,174.49,4.12,False,2021-09-24
PROD0323,ActiveGear Home Item 323,Home & Kitchen,FunZone,250.94,150.56,6.59,True,2020-06-04
PROD0324,ClearView Beauty Item 324,Beauty & Health,ReadMore,119.48,47.79,1.4,True,2021-12-31
PROD0325,ReadMore Clothing Item 325,Clothing,NovaTech,147.96,66.58,7.56,True,2020-07-03
PROD0326,ReadMore Home Item 326,Home & Kitchen,NexGen,190.07,114.04,5.58,True,2019-11-24
PROD0327,ClearView Beauty Item 327,Beauty & Health,PureForm,185.98,74.39,8.31,True,2019-05-14
PROD0328,StyleCo Home Item 328,Home & Kitchen,ReadMore,145.84,87.5,4.61,True,2020-02-01
PROD0329,NovaTech Clothing Item 329,Clothing,PureForm,99.31,44.69,9.45,False,2021-03-31
PROD0330,GlowUp Home Item 330,Home & Kitchen,PrimeLine,21.81,13.09,7.01,True,2020-11-17
PROD0331,NexGen Clothing Item 331,Clothing,ClearView,123.32,55.49,7.66,True,2020-11-12
PROD0332,NovaTech Toys Item 332,Toys & Games,ActiveGear,93.95,46.98,0.69,False,2021-05-22
PROD0333,PrimeLine Electronics Item 333,Electronics,GlowUp,1132.51,849.38,3.57,True,2019-06-01
PROD0334,HomePro Sports Item 334,Sports & Outdoors,BoldEdge,261.12,143.62,6.29,True,2021-11-06
PROD0335,BoldEdge Electronics Item 335,Electronics,PureForm,119.64,89.73,9.7,True,2020-09-02
PROD0336,PrimeLine Books Item 336,Books,PrimeLine,52.69,34.25,9.45,True,2020-04-22
PROD0337,StyleCo Clothing Item 337,Clothing,GlowUp,230.86,103.89,6.59,True,2021-08-27
PROD0338,NexGen Beauty Item 338,Beauty & Health,NovaTech,139.3,55.72,6.86,True,2019-08-10
PROD0339,NovaTech Home Item 339,Home & Kitchen,BoldEdge,308.79,185.27,4.0,True,2021-05-19
PROD0340,ClearView Beauty Item 340,Beauty & Health,PrimeLine,121.87,48.75,9.95,True,2021-07-12
PROD0341,FunZone Books Item 341,Books,FunZone,8.06,5.24,8.36,True,2020-02-22
PROD0342,ActiveGear Clothing Item 342,Clothing,ClearView,234.25,105.41,5.4,True,2020-01-27
PROD0343,CoreBrand Clothing Item 343,Clothing,StyleCo,233.52,105.08,5.21,True,2020-10-02
PROD0344,PureForm Electronics Item 344,Electronics,PrimeLine,1080.15,810.11,8.51,True,2019-07-16
PROD0345,ClearView Electronics Item 345,Electronics,StyleCo,237.72,178.29,1.85,True,2020-12-16
PROD0346,GlowUp Electronics Item 346,Electronics,NovaTech,232.52,174.39,7.79,True,2020-03-20
PROD0347,HomePro Clothing Item 347,Clothing,StyleCo,266.22,119.8,6.62,True,2021-11-05
PROD0348,ReadMore Home Item 348,Home & Kitchen,NovaTech,390.98,234.59,7.72,True,2020-09-06
PROD0349,BoldEdge Toys Item 349,Toys & Games,NovaTech,126.68,63.34,1.54,True,2019-04-12
PROD0350,BoldEdge Sports Item 350,Sports & Outdoors,ClearView,460.98,253.54,9.49,True,2021-08-01
PROD0351,PrimeLine Electronics Item 351,Electronics,StyleCo,87.67,65.75,6.96,True,2020-06-23
PROD0352,PrimeLine Books Item 352,Books,ClearView,19.94,12.96,2.15,True,2019-10-23
PROD0353,ActiveGear Home Item 353,Home & Kitchen,NovaTech,202.21,121.33,8.05,True,2019-11-27
PROD0354,ActiveGear Books Item 354,Books,BoldEdge,39.54,25.7,9.4,True,2019-10-15
PROD0355,NovaTech Books Item 355,Books,HomePro,43.67,28.39,0.3,True,2019-08-01
PROD0356,NexGen Electronics Item 356,Electronics,FunZone,455.31,341.48,5.21,True,2021-07-28
PROD0357,GlowUp Beauty Item 357,Beauty & Health,ActiveGear,94.11,37.64,4.55,True,2020-01-18
PROD0358,ZenLife Home Item 358,Home & Kitchen,StyleCo,139.99,83.99,7.77,True,2020-08-30
PROD0359,PrimeLine Sports Item 359,Sports & Outdoors,BoldEdge,63.01,34.66,9.88,True,2019-07-04
PROD0360,ActiveGear Clothing Item 360,Clothing,CoreBrand,184.07,82.83,2.33,True,2020-05-08
PROD0361,GlowUp Electronics Item 361,Electronics,ZenLife,929.05,696.79,4.47,True,2019-11-16
PROD0362,StyleCo Books Item 362,Books,ActiveGear,24.52,15.94,3.3,True,2021-03-30
PROD0363,ClearView Toys Item 363,Toys & Games,NovaTech,130.44,65.22,1.39,True,2021-11-30
PROD0364,StyleCo Home Item 364,Home & Kitchen,PureForm,83.65,50.19,0.21,True,2019-12-13
PROD0365,BoldEdge Electronics Item 365,Electronics,NovaTech,683.9,512.92,3.48,True,2020-02-25
PROD0366,PureForm Books Item 366,Books,BoldEdge,20.85,13.55,7.82,True,2021-04-10
PROD0367,ZenLife Clothing Item 367,Clothing,NexGen,111.94,50.37,8.84,True,2021-03-16
PROD0368,BoldEdge Clothing Item 368,Clothing,ReadMore,252.3,113.53,0.3,True,2021-07-10
PROD0369,ClearView Beauty Item 369,Beauty & Health,PureForm,75.96,30.38,1.13,True,2019-07-11
PROD0370,GlowUp Sports Item 370,Sports & Outdoors,CoreBrand,415.33,228.43,2.24,True,2020-11-08
PROD0371,CoreBrand Home Item 371,Home & Kitchen,PrimeLine,189.14,113.48,7.04,True,2019-08-14
PROD0372,ActiveGear Clothing Item 372,Clothing,NovaTech,80.41,36.18,8.34,True,2021-10-12
PROD0373,ClearView Clothing Item 373,Clothing,ZenLife,65.09,29.29,3.93,True,2021-12-25
PROD0374,NexGen Clothing Item 374,Clothing,NexGen,280.52,126.23,0.82,False,2020-08-06
PROD0375,BoldEdge Home Item 375,Home & Kitchen,BoldEdge,172.29,103.37,2.33,True,2020-03-13
PROD0376,PrimeLine Electronics Item 376,Electronics,NovaTech,202.85,152.14,2.78,True,2019-11-29
PROD0377,StyleCo Clothing Item 377,Clothing,ReadMore,251.66,113.25,4.94,True,2020-12-26
PROD0378,ReadMore Home Item 378,Home & Kitchen,ReadMore,96.77,58.06,7.5,True,2019-04-15
PROD0379,BoldEdge Books Item 379,Books,ActiveGear,10.35,6.73,1.41,True,2019-05-18
PROD0380,CoreBrand Sports Item 380,Sports & Outdoors,GlowUp,105.53,58.04,3.22,True,2021-01-07
PROD0381,CoreBrand Electronics Item 381,Electronics,GlowUp,266.23,199.67,3.93,True,2020-11-24
PROD0382,StyleCo Clothing Item 382,Clothing,BoldEdge,20.21,9.09,6.75,True,2019-05-28
PROD0383,CoreBrand Clothing Item 383,Clothing,HomePro,165.84,74.63,0.33,True,2021-04-18
PROD0384,GlowUp Home Item 384,Home & Kitchen,NovaTech,342.03,205.22,3.24,True,2019-08-31
PROD0385,HomePro Home Item 385,Home & Kitchen,NexGen,136.22,81.73,3.44,True,2021-11-15
PROD0386,CoreBrand Electronics Item 386,Electronics,NovaTech,92.83,69.62,2.25,True,2020-01-22
PROD0387,PureForm Sports Item 387,Sports & Outdoors,PrimeLine,50.06,27.53,1.34,True,2021-03-06
PROD0388,FunZone Books Item 388,Books,NexGen,29.81,19.38,0.44,True,2021-05-18
PROD0389,NexGen Beauty Item 389,Beauty & Health,StyleCo,74.95,29.98,8.13,True,2019-10-26
PROD0390,NexGen Electronics Item 390,Electronics,NovaTech,794.91,596.18,1.67,True,2021-04-07
PROD0391,HomePro Home Item 391,Home & Kitchen,ReadMore,268.9,161.34,4.33,True,2020-04-30
PROD0392,ReadMore Books Item 392,Books,ReadMore,15.36,9.98,8.12,True,2021-07-19
PROD0393,HomePro Electronics Item 393,Electronics,ReadMore,617.04,462.78,1.34,True,2019-09-20
PROD0394,ActiveGear Toys Item 394,Toys & Games,ActiveGear,116.1,58.05,8.55,True,2021-11-16
PROD0395,BoldEdge Sports Item 395,Sports & Outdoors,PureForm,234.46,128.95,8.22,False,2019-12-14
PROD0396,PureForm Clothing Item 396,Clothing,ZenLife,35.05,15.77,2.94,True,2020-11-19
PROD0397,ClearView Books Item 397,Books,NexGen,48.18,31.32,7.52,True,2020-09-14
PROD0398,PureForm Electronics Item 398,Electronics,BoldEdge,1104.52,828.39,4.54,True,2019-06-27
PROD0399,GlowUp Beauty Item 399,Beauty & Health,ActiveGear,190.06,76.02,0.33,True,2021-05-19
PROD0400,FunZone Electronics Item 400,Electronics,HomePro,367.07,275.3,0.23,True,2019-12-09
PROD0401,ZenLife Beauty Item 401,Beauty & Health,BoldEdge,44.52,17.81,8.5,True,2021-12-10
PROD0402,CoreBrand Beauty Item 402,Beauty & Health,FunZone,18.75,7.5,1.31,True,2019-04-29
PROD0403,PrimeLine Home Item 403,Home & Kitchen,NexGen,27.48,16.49,3.69,True,2021-11-15
PROD0404,GlowUp Books Item 404,Books,PureForm,10.96,7.12,4.44,True,2021-02-16
PROD0405,CoreBrand Clothing Item 405,Clothing,ZenLife,180.34,81.15,5.97,True,2020-04-30
PROD0406,GlowUp Clothing Item 406,Clothing,HomePro,21.17,9.53,7.8,True,2019-08-28
PROD0407,GlowUp Clothing Item 407,Clothing,ClearView,267.51,120.38,4.98,True,2020-06-10
PROD0408,ZenLife Home Item 408,Home & Kitchen,ReadMore,34.33,20.6,0.77,True,2020-09-27
PROD0409,ClearView Clothing Item 409,Clothing,HomePro,253.6,114.12,5.95,True,2021-03-05
PROD0410,ZenLife Clothing Item 410,Clothing,CoreBrand,148.68,66.91,7.1,True,2019-07-08
PROD0411,StyleCo Clothing Item 411,Clothing,PureForm,176.37,79.37,7.49,True,2020-05-18
PROD0412,GlowUp Beauty Item 412,Beauty & Health,PureForm,192.06,76.82,8.09,True,2019-12-27
PROD0413,ActiveGear Home Item 413,Home & Kitchen,PrimeLine,15.76,9.46,7.56,True,2020-07-14
PROD0414,CoreBrand Sports Item 414,Sports & Outdoors,ClearView,498.65,274.26,7.01,True,2021-08-21
PROD0415,HomePro Beauty Item 415,Beauty & Health,CoreBrand,185.33,74.13,5.89,False,2020-09-23
PROD0416,NovaTech Clothing Item 416,Clothing,ActiveGear,143.63,64.63,2.44,True,2020-07-27
PROD0417,PureForm Sports Item 417,Sports & Outdoors,HomePro,33.05,18.18,4.29,True,2021-02-13
PROD0418,NexGen Books Item 418,Books,PrimeLine,14.98,9.74,5.82,True,2019-05-28
PROD0419,NovaTech Home Item 419,Home & Kitchen,FunZone,236.27,141.76,3.42,True,2020-07-16
PROD0420,ReadMore Electronics Item 420,Electronics,CoreBrand,972.38,729.28,5.83,True,2019-09-29
PROD0421,ClearView Home Item 421,Home & Kitchen,ReadMore,323.39,194.03,1.85,True,2021-06-23
PROD0422,ReadMore Electronics Item 422,Electronics,CoreBrand,836.33,627.25,6.66,True,2020-07-14
PROD0423,BoldEdge Sports Item 423,Sports & Outdoors,NexGen,383.7,211.03,7.85,False,2020-07-13
PROD0424,GlowUp Toys Item 424,Toys & Games,FunZone,137.69,68.84,6.98,True,2019-07-03
PROD0425,ZenLife Home Item 425,Home & Kitchen,FunZone,87.66,52.6,7.11,True,2019-11-01
PROD0426,StyleCo Clothing Item 426,Clothing,CoreBrand,253.57,114.11,1.52,True,2019-11-18
PROD0427,HomePro Home Item 427,Home & Kitchen,CoreBrand,126.94,76.16,7.76,True,2020-04-28
PROD0428,NovaTech Electronics Item 428,Electronics,ZenLife,111.14,83.36,0.37,True,2019-11-12
PROD0429,FunZone Clothing Item 429,Clothing,NovaTech,121.23,54.55,7.08,True,2020-03-06
PROD0430,NovaTech Toys Item 430,Toys & Games,PureForm,89.52,44.76,7.72,True,2020-10-21
PROD0431,StyleCo Clothing Item 431,Clothing,StyleCo,197.23,88.75,7.83,True,2019-08-13
PROD0432,ReadMore Home Item 432,Home & Kitchen,ActiveGear,68.56,41.14,5.07,True,2019-12-19
PROD0433,FunZone Books Item 433,Books,BoldEdge,42.44,27.59,4.82,True,2021-08-30
PROD0434,BoldEdge Beauty Item 434,Beauty & Health,PrimeLine,42.57,17.03,4.21,True,2020-09-18
PROD0435,FunZone Clothing Item 435,Clothing,StyleCo,268.54,120.84,3.89,True,2021-08-23
PROD0436,ZenLife Beauty Item 436,Beauty & Health,GlowUp,70.22,28.09,5.74,True,2021-01-12
PROD0437,ActiveGear Clothing Item 437,Clothing,HomePro,183.5,82.57,1.88,False,2021-12-29
PROD0438,ActiveGear Toys Item 438,Toys & Games,NovaTech,64.88,32.44,0.59,True,2021-02-10
PROD0439,BoldEdge Clothing Item 439,Clothing,ReadMore,42.11,18.95,2.88,True,2019-10-13
PROD0440,PureForm Electronics Item 440,Electronics,StyleCo,188.53,141.4,4.72,True,2021-04-22
PROD0441,PrimeLine Electronics Item 441,Electronics,GlowUp,884.17,663.13,4.05,True,2021-06-29
PROD0442,PureForm Toys Item 442,Toys & Games,ClearView,125.64,62.82,8.91,True,2020-09-26
PROD0443,CoreBrand Electronics Item 443,Electronics,NovaTech,260.68,195.51,9.83,True,2021-09-02
PROD0444,GlowUp Home Item 444,Home & Kitchen,NovaTech,380.93,228.56,5.03,True,2019-05-31
PROD0445,BoldEdge Home Item 445,Home & Kitchen,ActiveGear,134.86,80.92,9.38,True,2019-09-29
PROD0446,FunZone Clothing Item 446,Clothing,NexGen,32.93,14.82,6.61,True,2020-08-06
PROD0447,ClearView Clothing Item 447,Clothing,GlowUp,50.77,22.85,4.68,True,2021-10-19
PROD0448,CoreBrand Home Item 448,Home & Kitchen,HomePro,17.19,10.31,4.62,True,2019-12-17
PROD0449,ClearView Electronics Item 449,Electronics,StyleCo,200.53,150.4,4.25,True,2020-03-12
PROD0450,NovaTech Sports Item 450,Sports & Outdoors,BoldEdge,355.57,195.56,5.48,True,2021-09-19
PROD0451,BoldEdge Clothing Item 451,Clothing,NovaTech,110.09,49.54,6.33,True,2021-12-05
PROD0452,FunZone Clothing Item 452,Clothing,CoreBrand,109.58,49.31,7.52,True,2021-08-13
PROD0453,ZenLife Clothing Item 453,Clothing,FunZone,245.87,110.64,8.98,True,2020-07-09
PROD0454,ZenLife Books Item 454,Books,PrimeLine,32.31,21.0,6.37,True,2019-08-16
PROD0455,StyleCo Sports Item 455,Sports & Outdoors,ZenLife,450.68,247.87,3.33,True,2019-11-18
PROD0456,PureForm Electronics Item 456,Electronics,ReadMore,284.38,213.28,5.02,True,2021-04-22
PROD0457,NovaTech Home Item 457,Home & Kitchen,BoldEdge,231.47,138.88,8.49,True,2020-06-01
PROD0458,GlowUp Clothing Item 458,Clothing,PureForm,127.97,57.59,4.29,True,2021-04-10
PROD0459,ReadMore Beauty Item 459,Beauty & Health,BoldEdge,85.8,34.32,3.09,True,2019-10-22
PROD0460,ActiveGear Toys Item 460,Toys & Games,PrimeLine,40.19,20.09,5.82,True,2020-12-23
PROD0461,ActiveGear Books Item 461,Books,NovaTech,30.6,19.89,7.26,True,2020-02-17
PROD0462,HomePro Home Item 462,Home & Kitchen,PrimeLine,12.53,7.52,1.62,True,2021-12-30
PROD0463,NexGen Sports Item 463,Sports & Outdoors,ReadMore,424.76,233.62,6.69,True,2019-06-10
PROD0464,FunZone Home Item 464,Home & Kitchen,NovaTech,341.87,205.12,2.19,True,2020-09-20
PROD0465,HomePro Electronics Item 465,Electronics,CoreBrand,825.72,619.29,2.78,True,2020-05-14
PROD0466,PureForm Sports Item 466,Sports & Outdoors,ReadMore,364.26,200.34,1.05,True,2021-10-06
PROD0467,FunZone Home Item 467,Home & Kitchen,FunZone,320.26,192.16,2.27,True,2021-02-16
PROD0468,FunZone Electronics Item 468,Electronics,StyleCo,1163.22,872.41,2.69,True,2020-10-08
PROD0469,ClearView Clothing Item 469,Clothing,ActiveGear,217.93,98.07,6.1,True,2020-11-29
PROD0470,GlowUp Clothing Item 470,Clothing,GlowUp,282.15,126.97,3.29,True,2020-07-16
PROD0471,ZenLife Sports Item 471,Sports & Outdoors,NovaTech,160.06,88.03,3.6,True,2019-05-25
PROD0472,NovaTech Home Item 472,Home & Kitchen,PrimeLine,201.63,120.98,1.35,True,2020-08-08
PROD0473,ClearView Electronics Item 473,Electronics,FunZone,751.1,563.33,4.57,True,2021-02-02
PROD0474,NovaTech Beauty Item 474,Beauty & Health,BoldEdge,173.64,69.46,0.39,True,2020-01-29
PROD0475,ActiveGear Books Item 475,Books,ReadMore,50.48,32.81,9.72,False,2021-07-14
PROD0476,HomePro Sports Item 476,Sports & Outdoors,ReadMore,89.39,49.16,3.89,True,2019-06-17
PROD0477,NexGen Toys Item 477,Toys & Games,HomePro,112.46,56.23,3.89,True,2021-04-16
PROD0478,ActiveGear Clothing Item 478,Clothing,PrimeLine,81.95,36.88,0.61,True,2019-09-22
PROD0479,NexGen Home Item 479,Home & Kitchen,HomePro,108.45,65.07,6.92,True,2019-10-09
PROD0480,PureForm Sports Item 480,Sports & Outdoors,HomePro,475.71,261.64,0.18,True,2020-04-29
PROD0481,ActiveGear Home Item 481,Home & Kitchen,PureForm,132.63,79.58,5.06,True,2021-02-07
PROD0482,ActiveGear Home Item 482,Home & Kitchen,NexGen,328.63,197.18,1.5,True,2020-02-08
PROD0483,ZenLife Toys Item 483,Toys & Games,HomePro,115.22,57.61,2.75,True,2021-11-20
PROD0484,FunZone Clothing Item 484,Clothing,BoldEdge,127.09,57.19,6.79,True,2021-05-27
PROD0485,NovaTech Books Item 485,Books,StyleCo,38.29,24.89,3.87,True,2019-09-28
PROD0486,ReadMore Toys Item 486,Toys & Games,PrimeLine,63.21,31.61,8.75,True,2021-07-02
PROD0487,NovaTech Clothing Item 487,Clothing,ZenLife,76.4,34.38,4.53,False,2021-02-15
PROD0488,BoldEdge Home Item 488,Home & Kitchen,ClearView,254.45,152.67,9.68,True,2019-10-16
PROD0489,StyleCo Toys Item 489,Toys & Games,ActiveGear,17.06,8.53,7.55,True,2021-11-25
PROD0490,NexGen Electronics Item 490,Electronics,HomePro,1039.96,779.97,0.38,True,2021-08-25
PROD0491,ClearView Books Item 491,Books,ActiveGear,13.08,8.5,9.05,True,2020-02-07
PROD0492,PureForm Clothing Item 492,Clothing,NexGen,43.39,19.53,8.28,True,2020-05-29
PROD0493,PureForm Sports Item 493,Sports & Outdoors,ActiveGear,267.24,146.98,9.81,True,2020-10-19
PROD0494,NexGen Clothing Item 494,Clothing,GlowUp,221.36,99.61,9.57,True,2021-07-05
PROD0495,NexGen Clothing Item 495,Clothing,HomePro,182.07,81.93,8.18,True,2020-11-06
PROD0496,PureForm Home Item 496,Home & Kitchen,GlowUp,193.95,116.37,5.95,True,2020-05-18
PROD0497,NexGen Clothing Item 497,Clothing,ActiveGear,164.04,73.82,9.1,True,2021-08-09
PROD0498,ZenLife Clothing Item 498,Clothing,FunZone,70.83,31.87,2.31,True,2019-07-31
PROD0499,BoldEdge Clothing Item 499,Clothing,PrimeLine,37.65,16.94,6.26,True,2021-12-18
PROD0500,FunZone Beauty Item 500,Beauty & Health,NovaTech,56.37,22.55,1.82,False,2019-12-31
